anyy;mes;dia;obser;ventkh;component;plujamm;tmax;tmin;tmitjana
1986;4;3;"TIBIDABO";100;"SO";0;42.7;-0.12;21.41
1994;12;28;"TARRACO";14;"O";10;7.7;5.71;1.0
1968;11;26;"STACOL";170;"NE";8;24.88;12.95;5.96
1968;1;13;"VIC";15;"SO";7;32.58;2.93;14.82
1995;11;22;"STACOL";11;"SE";4;17.36;10.65;3.35
1982;4;23;"TARRACO";149;"S";7;30.89;3.71;13.59
2017;5;5;"TIBIDABO";174;"SE";3;1.59;-0.3;0.95
1997;4;27;"TIBIDABO";152;"SO";1;43.56;15.68;13.94
2012;11;15;"BERGA";34;"SE";3;30.81;14.27;8.27
1994;5;10;"MASNOU";103;"S";9;14.36;1.12;6.62
1956;4;19;"BCN";8;"E";10;39.81;15.92;11.95
1992;12;5;"TIBIDABO";23;"NE";3;24.24;-9.4;16.82
1959;11;1;"BCN";14;"NE";8;17.32;0.55;8.38
1959;4;25;"BCN";182;"O";1;2.92;-8.54;5.73
1998;7;10;"TARRACO";12;"NO";4;-6.36;-7.77;0.7
1951;4;12;"HOSPI";39;"N";6;8.63;-7.04;7.84
2008;2;13;"LLEIDA";125;"S";6;14.3;-8.9;11.6
2006;9;29;"BCN";158;"N";7;21.61;11.19;5.21
1964;10;9;"BERGA";194;"NE";9;7.9;7.71;0.1
1965;4;27;"LLEIDA";11;"SE";10;24.74;-9.74;17.24
2002;2;30;"TARRACO";102;"S";4;31.25;18.02;6.62
1980;6;28;"STACOL";31;"NE";2;30.41;14.1;8.16
1999;5;29;"BERGA";139;"E";8;32.23;11.0;10.61
2005;4;12;"VIC";38;"S";10;15.11;-5.82;10.46
1959;3;20;"STACOL";4;"E";0;38.54;2.58;17.98
1959;11;9;"STACOL";27;"S";7;28.39;-5.08;16.73
1966;11;10;"MASNOU";82;"SE";7;25.62;13.37;6.13
2008;12;28;"HOSPI";126;"NO";1;18.74;12.61;3.06
2003;5;20;"GIRONA";37;"SE";7;33.43;1.38;16.02
2011;4;16;"STACOL";94;"NE";8;6.35;-4.4;5.38
2016;4;24;"STACOL";116;"S";7;13.85;1.26;6.29
2010;11;26;"TARRACO";23;"SE";7;39.0;7.66;15.67
1988;5;21;"STACOL";2;"SE";0;26.95;8.89;9.03
1974;2;6;"MASNOU";52;"E";0;34.6;-9.46;22.03
1985;4;28;"HOSPI";51;"NO";6;20.68;13.3;3.69
1978;12;4;"STACOL";42;"O";10;32.77;6.3;13.24
2001;2;15;"GIRONA";148;"N";1;15.28;-2.59;8.93
1992;4;26;"TARRACO";26;"NE";4;39.92;13.86;13.03
1982;9;2;"VIC";52;"NO";3;44.72;13.55;15.58
1998;10;5;"TARRACO";52;"O";6;-7.58;-7.86;0.14
1959;8;16;"TIBIDABO";67;"NE";9;30.17;-4.78;17.48
2018;10;15;"BCN";162;"SE";4;6.22;5.57;0.32
1981;6;1;"HOSPI";106;"NO";7;35.6;-2.24;18.92
1974;4;18;"VIC";74;"O";8;7.83;-5.67;6.75
1975;12;28;"TIBIDABO";79;"E";2;26.67;-2.77;14.72
1950;1;6;"LLEIDA";140;"E";7;32.24;-2.53;17.39
1995;12;6;"MASNOU";38;"E";0;22.69;10.71;5.99
1994;3;6;"BCN";199;"NE";2;28.78;3.19;12.79
1952;5;10;"TARRACO";74;"SO";0;30.89;-6.73;18.81
1957;6;24;"TIBIDABO";84;"N";5;39.1;11.25;13.93
1961;6;6;"LLEIDA";161;"N";4;24.41;11.75;6.33
1971;10;21;"HOSPI";160;"SE";7;5.77;-1.64;3.7
1956;8;10;"BERGA";14;"SO";9;11.88;4.59;3.65
2016;5;14;"TIBIDABO";73;"SE";9;42.43;-1.46;21.95
2013;10;20;"BERGA";32;"O";9;25.01;3.31;10.85
1966;3;22;"MASNOU";172;"NO";5;22.58;-5.58;14.08
1986;9;14;"GIRONA";199;"SE";6;27.75;19.6;4.07
1955;7;30;"TIBIDABO";140;"N";0;33.86;18.79;7.54
1978;7;7;"LLEIDA";198;"SO";5;14.91;-6.54;10.72
1983;6;18;"TIBIDABO";53;"SE";10;29.01;-0.78;14.9
1982;1;12;"TARRACO";126;"E";4;4.87;0.76;2.06
2017;10;18;"TIBIDABO";20;"E";6;31.46;18.44;6.51
1952;6;3;"LLEIDA";195;"E";2;8.95;-8.86;8.9
2011;5;18;"BERGA";27;"E";5;15.52;14.85;0.33
1951;3;26;"HOSPI";125;"NE";6;35.18;15.89;9.64
1955;6;4;"LLEIDA";109;"SO";6;44.37;13.91;15.23
1961;9;28;"STACOL";12;"O";1;37.64;4.76;16.44
1998;3;29;"BCN";122;"SO";9;19.01;16.36;1.33
1972;1;27;"VIC";6;"S";10;-0.12;-9.71;4.8
1974;9;4;"MASNOU";3;"SO";4;16.58;10.6;2.99
1994;6;17;"LLEIDA";180;"N";5;37.9;-0.29;19.09
2010;8;13;"HOSPI";14;"E";8;4.5;-1.01;2.75
1966;11;2;"VIC";59;"S";3;40.46;17.78;11.34
1951;11;19;"TIBIDABO";192;"SO";0;1.53;-0.7;1.11
2006;8;12;"GIRONA";40;"O";4;39.07;-4.87;21.97
1998;4;3;"HOSPI";12;"N";8;1.61;-7.97;4.79
2003;11;30;"GIRONA";0;"NO";9;21.33;10.42;5.45
1972;8;18;"BERGA";188;"SE";1;17.9;-2.65;10.27
1990;6;24;"VIC";82;"SO";2;34.67;11.2;11.74
1957;10;6;"TARRACO";11;"SO";3;15.75;-8.54;12.14
1964;2;12;"MASNOU";37;"S";9;39.28;13.29;13.0
1954;11;16;"BCN";160;"N";4;32.84;17.54;7.65
1996;5;4;"STACOL";122;"E";8;23.28;2.77;10.26
1978;1;10;"STACOL";11;"E";0;41.64;8.01;16.82
2012;5;27;"TIBIDABO";109;"SE";8;41.61;13.79;13.91
1994;4;7;"MASNOU";190;"S";8;33.05;13.39;9.83
1968;11;3;"BERGA";100;"NE";0;44.15;-7.46;25.8
1973;12;27;"BERGA";35;"SO";8;43.44;6.71;18.36
2012;7;12;"BERGA";34;"SE";7;4.72;3.28;0.72
2001;4;22;"VIC";37;"N";2;19.24;12.85;3.19
2008;11;17;"TARRACO";138;"O";10;8.09;7.35;0.37
1975;12;9;"BCN";172;"SO";2;25.48;4.77;10.36
1971;9;10;"TARRACO";116;"NO";0;14.01;-9.23;11.62
2000;4;30;"BCN";4;"E";1;0.81;-4.2;2.5
1999;7;8;"BCN";126;"SE";1;17.91;-3.13;10.52
2012;10;3;"TIBIDABO";102;"NE";4;5.97;-7.25;6.61
1963;11;15;"BERGA";59;"E";10;3.92;3.77;0.07
1983;2;11;"HOSPI";127;"N";4;33.29;-0.36;16.82
1972;12;29;"TIBIDABO";168;"NO";9;31.85;-1.26;16.55
2017;3;26;"GIRONA";33;"NO";0;10.33;-9.57;9.95
1980;10;3;"HOSPI";189;"E";10;16.73;1.25;7.74
1957;7;3;"BCN";100;"NO";9;29.47;0.41;14.53
1952;5;20;"LLEIDA";114;"E";10;36.82;9.73;13.54
1976;1;13;"HOSPI";109;"SO";2;42.03;11.09;15.47
1992;3;8;"VIC";64;"S";5;13.03;-3.6;8.31
1979;4;27;"BERGA";15;"S";0;3.51;0.7;1.4
1977;7;15;"MASNOU";72;"NE";7;25.26;7.16;9.05
1992;5;1;"BERGA";52;"SO";1;41.67;11.73;14.97
1981;12;12;"TARRACO";42;"SE";9;28.78;-6.46;17.62
2001;7;2;"STACOL";26;"N";6;17.43;9.65;3.89
1996;1;17;"MASNOU";4;"E";2;44.69;15.73;14.48
1982;5;19;"GIRONA";61;"NE";6;42.34;18.3;12.02
1964;7;25;"MASNOU";168;"SO";7;22.79;6.77;8.01
1961;3;25;"BERGA";114;"S";0;43.03;6.55;18.24
1985;3;13;"HOSPI";74;"N";7;10.63;9.66;0.49
1970;5;15;"TARRACO";118;"NE";2;3.34;-6.17;4.75
1974;11;18;"MASNOU";160;"SE";10;36.43;9.31;13.56
1981;12;18;"GIRONA";15;"O";6;15.64;1.9;6.87
2015;9;4;"TIBIDABO";71;"O";5;16.5;5.57;5.46
1950;3;13;"GIRONA";195;"N";4;34.7;13.77;10.47
1974;1;13;"BERGA";42;"O";9;41.01;18.58;11.21
1969;10;12;"HOSPI";99;"NO";7;41.73;-8.21;24.97
1969;7;22;"BCN";158;"SE";5;22.83;-1.05;11.94
1967;5;14;"TIBIDABO";159;"SE";8;-7.52;-9.34;0.91
1962;11;11;"TARRACO";98;"O";7;34.34;14.31;10.02
1960;4;7;"STACOL";26;"NE";1;11.05;7.59;1.73
1972;7;30;"GIRONA";156;"E";1;25.76;18.83;3.47
1970;7;5;"BERGA";44;"SO";0;7.44;0.6;3.42
1993;5;26;"VIC";127;"E";5;9.49;-6.97;8.23
1984;9;27;"TIBIDABO";0;"SE";2;35.39;17.94;8.72
1994;1;27;"BCN";97;"N";6;25.44;18.73;3.36
2009;5;26;"BCN";85;"S";0;0.97;-7.01;3.99
1977;10;23;"BERGA";135;"SO";8;11.02;1.28;4.87
1984;10;25;"BERGA";148;"O";5;22.61;16.65;2.98
1973;8;15;"GIRONA";150;"E";3;18.69;18.23;0.23
1967;4;25;"BCN";55;"NO";4;42.66;-6.91;24.78
2011;9;20;"TARRACO";125;"SE";3;26.12;9.66;8.23
1952;9;7;"STACOL";76;"NE";3;21.3;-0.0;10.65
1995;4;21;"MASNOU";72;"N";7;24.97;9.94;7.51
1977;6;19;"GIRONA";149;"NE";8;38.28;9.46;14.41
1973;9;6;"STACOL";16;"NE";6;33.21;10.9;11.16
2017;10;14;"TIBIDABO";99;"NO";4;36.62;13.14;11.74
1971;6;26;"TARRACO";27;"S";6;26.71;0.85;12.93
1955;7;20;"TARRACO";166;"S";0;2.77;-3.33;3.05
2007;4;20;"STACOL";136;"NO";0;22.57;15.36;3.61
2013;5;23;"LLEIDA";98;"O";1;13.07;-3.54;8.3
1950;2;22;"BCN";152;"N";5;17.86;5.87;5.99
1967;10;1;"HOSPI";78;"O";5;9.9;-0.09;5.0
2014;12;19;"TIBIDABO";140;"S";3;36.75;13.18;11.79
1968;4;16;"LLEIDA";47;"NE";4;42.51;15.13;13.69
1981;8;12;"GIRONA";183;"NO";2;30.19;18.66;5.77
1999;9;19;"STACOL";121;"NE";6;-4.8;-6.02;0.61
2017;2;14;"BERGA";105;"S";6;25.62;15.25;5.19
1992;9;7;"MASNOU";140;"N";10;39.12;-0.21;19.66
2012;3;17;"HOSPI";41;"NE";0;40.97;-6.33;23.65
1963;1;13;"LLEIDA";23;"E";2;44.44;13.32;15.56
1951;7;19;"HOSPI";176;"E";10;6.72;2.29;2.21
2017;2;4;"LLEIDA";147;"O";3;16.76;8.93;3.92
1962;3;2;"TIBIDABO";148;"NO";0;28.07;16.6;5.73
2013;9;14;"STACOL";26;"N";6;33.62;17.37;8.12
1999;8;27;"MASNOU";108;"E";6;24.32;12.12;6.1
1962;8;4;"HOSPI";135;"NO";6;25.51;9.88;7.82
1991;8;8;"TIBIDABO";146;"E";1;24.69;-4.58;14.64
1989;7;10;"LLEIDA";103;"NE";5;42.58;19.66;11.46
1983;11;7;"VIC";147;"NO";2;4.75;0.59;2.08
1976;5;22;"STACOL";66;"SE";0;23.34;-3.35;13.35
1987;5;8;"LLEIDA";169;"E";1;25.32;-0.48;12.9
1982;9;2;"TIBIDABO";27;"N";2;19.12;14.58;2.27
1956;4;13;"MASNOU";165;"NO";3;3.36;-9.99;6.67
1970;2;29;"MASNOU";137;"NO";10;41.59;0.14;20.73
1994;8;27;"STACOL";193;"O";5;3.47;-2.3;2.88
1994;3;11;"TARRACO";97;"NO";1;33.98;5.37;14.3
1980;7;8;"TARRACO";55;"NO";10;19.42;12.5;3.46
2012;11;14;"BCN";162;"SE";8;32.55;-2.22;17.38
1958;8;18;"BCN";199;"N";4;43.83;-6.35;25.09
1987;12;11;"BCN";177;"N";0;42.79;13.62;14.59
2008;4;26;"STACOL";191;"NE";0;42.25;16.92;12.66
1995;9;27;"TARRACO";107;"S";5;26.04;2.2;11.92
1982;12;14;"VIC";48;"O";10;33.02;11.26;10.88
2018;8;29;"TIBIDABO";187;"SE";9;21.31;-6.17;13.74
2017;10;10;"VIC";77;"O";9;29.6;13.52;8.04
1955;6;23;"STACOL";136;"NO";1;44.85;7.79;18.53
1994;8;11;"LLEIDA";1;"NE";2;19.98;-9.23;14.61
1964;10;1;"TIBIDABO";95;"NO";8;42.83;-3.61;23.22
2011;8;23;"GIRONA";68;"SE";8;35.18;12.26;11.46
1982;9;4;"LLEIDA";27;"E";7;26.29;19.87;3.21
1969;9;9;"BCN";99;"O";0;27.68;15.36;6.16
1962;4;18;"HOSPI";165;"NE";5;26.02;-4.67;15.34
1962;5;27;"HOSPI";6;"O";2;29.37;2.77;13.3
1972;6;24;"HOSPI";73;"SO";9;36.12;12.84;11.64
2001;5;18;"GIRONA";81;"S";10;34.07;5.79;14.14
1980;5;18;"STACOL";113;"NO";6;39.21;-3.25;21.23
1985;1;30;"HOSPI";45;"NE";0;14.56;6.79;3.89
2004;6;21;"BCN";17;"E";4;33.67;19.97;6.85
1964;7;3;"VIC";156;"N";5;23.58;9.05;7.26
1992;2;30;"STACOL";146;"S";5;21.95;11.67;5.14
1996;6;16;"VIC";140;"N";9;25.77;17.32;4.22
1999;2;3;"LLEIDA";186;"SO";7;40.26;12.23;14.01
1972;5;15;"GIRONA";182;"S";6;4.02;0.24;1.89
1974;3;1;"LLEIDA";156;"SE";0;44.32;16.05;14.13
1978;2;4;"STACOL";35;"NE";9;6.91;-6.85;6.88
1976;10;24;"STACOL";53;"NO";2;13.7;-2.63;8.16
1954;10;22;"TIBIDABO";140;"SE";9;28.06;7.72;10.17
2005;4;18;"BERGA";118;"O";4;9.24;8.44;0.4
1953;11;7;"STACOL";135;"N";10;43.48;-3.43;23.45
2012;10;5;"GIRONA";88;"SE";3;-3.6;-3.96;0.18
1960;10;25;"TARRACO";5;"E";0;42.77;-0.1;21.44
1971;5;10;"TARRACO";54;"NO";2;33.11;11.25;10.93
1975;1;3;"GIRONA";158;"E";9;27.2;9.79;8.71
2017;9;27;"MASNOU";38;"SO";6;14.07;-3.76;8.91
1994;9;24;"LLEIDA";113;"O";5;38.05;11.74;13.15
1952;1;14;"TIBIDABO";153;"N";8;43.17;16.93;13.12
1950;11;19;"STACOL";98;"NE";8;8.94;0.26;4.34
1950;2;27;"TARRACO";162;"N";2;-2.67;-9.52;3.42
2007;8;4;"BERGA";106;"S";7;34.55;-2.89;18.72
1984;8;28;"TIBIDABO";140;"O";3;25.24;5.87;9.68
1979;9;9;"MASNOU";29;"O";2;29.06;15.45;6.8
1966;12;30;"BCN";195;"SO";4;21.11;-5.72;13.41
1999;10;15;"BERGA";159;"NE";7;24.96;3.16;10.9
1963;1;30;"HOSPI";31;"SE";2;40.37;6.2;17.08
1972;4;13;"STACOL";119;"S";8;21.63;4.23;8.7
1984;4;7;"BCN";124;"S";7;27.39;-3.68;15.54
2002;12;10;"LLEIDA";22;"O";3;24.43;19.38;2.53
1991;2;6;"BCN";20;"SE";1;40.26;17.9;11.18
1977;8;28;"TIBIDABO";172;"S";8;13.09;5.28;3.9
2016;12;9;"TIBIDABO";29;"O";6;44.1;-5.64;24.87
1996;12;2;"LLEIDA";13;"SE";1;21.63;3.27;9.18
1954;9;2;"VIC";52;"NE";5;39.73;3.94;17.89
2006;6;7;"BCN";145;"O";1;18.69;9.09;4.8
1995;10;11;"TIBIDABO";140;"E";3;42.27;9.66;16.3
1988;6;26;"GIRONA";154;"SE";4;1.87;-1.57;1.72
2017;9;3;"LLEIDA";54;"SO";5;-5.46;-7.89;1.21
1959;9;28;"TARRACO";73;"E";0;31.78;11.07;10.36
1989;10;23;"STACOL";116;"S";4;40.74;-2.09;21.41
1973;9;4;"STACOL";115;"SO";5;25.06;16.52;4.27
2018;9;11;"MASNOU";146;"E";3;11.8;2.09;4.86
1977;4;25;"MASNOU";46;"NO";6;14.29;13.23;0.53
1999;6;5;"VIC";44;"NE";8;39.24;6.46;16.39
2007;4;29;"HOSPI";71;"S";6;42.41;6.28;18.06
2018;1;26;"BERGA";36;"N";7;24.27;9.69;7.29
2011;12;7;"VIC";88;"NE";4;23.76;11.15;6.31
1990;2;19;"MASNOU";161;"N";9;35.36;-8.35;21.86
1957;11;22;"BERGA";86;"E";4;9.85;2.61;3.62
1979;7;16;"LLEIDA";34;"NE";7;8.27;-6.45;7.36
2003;11;7;"TIBIDABO";115;"SE";8;42.0;-0.69;21.34
2016;8;19;"HOSPI";40;"NE";6;4.16;-5.26;4.71
1991;4;4;"VIC";119;"NO";6;37.7;16.83;10.44
1981;3;23;"HOSPI";185;"E";5;23.49;0.23;11.63
2017;3;15;"BCN";15;"O";2;14.29;-4.82;9.55
1966;5;17;"MASNOU";95;"SE";7;28.28;5.26;11.51
1977;5;12;"VIC";172;"SO";2;-3.89;-8.44;2.27
1978;1;13;"TARRACO";81;"NE";4;18.55;12.5;3.03
2015;1;7;"MASNOU";100;"N";6;30.18;1.04;14.57
1956;11;4;"VIC";156;"SO";4;16.68;-0.38;8.53
1971;1;6;"VIC";22;"O";2;10.26;-5.55;7.9
2016;11;20;"GIRONA";40;"S";8;14.66;-7.51;11.09
1954;12;15;"GIRONA";102;"SO";3;25.21;15.87;4.67
2013;11;13;"MASNOU";168;"SO";2;20.18;1.55;9.31
1958;2;4;"MASNOU";11;"SO";10;24.93;18.31;3.31
2003;5;5;"HOSPI";45;"SO";8;30.68;12.98;8.85
1972;11;5;"HOSPI";54;"SE";8;30.45;19.63;5.41
1996;10;7;"TIBIDABO";72;"O";7;13.26;0.42;6.42
1970;2;23;"TIBIDABO";0;"SO";1;43.54;18.8;12.37
2000;5;22;"BERGA";75;"SE";5;26.44;19.54;3.45
1976;1;28;"HOSPI";31;"E";0;11.87;11.66;0.1
1984;12;12;"GIRONA";88;"NE";8;-2.82;-8.96;3.07
1961;10;18;"STACOL";54;"E";7;34.86;7.12;13.87
1985;11;18;"VIC";1;"NE";3;13.98;3.61;5.19
1989;5;3;"TIBIDABO";109;"N";2;42.98;2.12;20.43
1980;6;29;"TIBIDABO";185;"SE";7;22.83;5.79;8.52
1974;5;18;"VIC";196;"O";6;26.91;14.41;6.25
1981;8;23;"MASNOU";74;"N";9;2.79;-0.11;1.45
1999;4;30;"GIRONA";197;"N";5;26.26;-4.36;15.31
1951;9;12;"VIC";63;"NE";4;34.06;7.16;13.45
2016;4;21;"BERGA";44;"NO";1;29.19;12.31;8.44
1985;7;16;"BERGA";10;"O";3;31.41;6.69;12.36
1956;1;8;"BERGA";52;"SE";2;8.98;-7.79;8.38
2001;8;13;"TARRACO";10;"E";4;29.32;6.48;11.42
1997;6;27;"GIRONA";134;"NO";0;0.35;-5.89;3.12
2001;10;18;"MASNOU";168;"N";5;12.38;-6.93;9.66
1963;6;17;"BCN";168;"SE";2;43.88;-7.29;25.59
1985;7;13;"VIC";138;"NO";7;32.03;-1.54;16.79
1968;11;17;"STACOL";142;"NO";1;12.02;-8.73;10.38
2003;5;2;"GIRONA";70;"E";1;18.35;12.53;2.91
1982;7;28;"BERGA";2;"O";2;36.98;-3.86;20.42
2012;11;14;"MASNOU";87;"S";1;5.71;1.78;1.96
1992;10;27;"VIC";17;"O";3;43.72;4.46;19.63
1976;7;18;"TARRACO";196;"N";2;6.51;-5.64;6.07
1990;1;7;"BERGA";72;"O";4;24.37;4.3;10.04
1973;2;25;"STACOL";133;"NO";3;17.99;-8.08;13.04
1967;7;3;"MASNOU";149;"SO";8;33.97;-0.57;17.27
1973;12;8;"BERGA";144;"SE";4;41.44;19.13;11.15
1987;7;8;"TARRACO";163;"N";6;33.76;14.93;9.41
2009;4;8;"STACOL";19;"NE";6;30.24;9.9;10.17
1989;10;21;"BERGA";114;"N";9;27.94;3.01;12.46
1967;12;27;"BERGA";187;"N";6;17.0;-0.4;8.7
1996;12;26;"STACOL";140;"E";3;29.4;19.86;4.77
2016;4;10;"TIBIDABO";13;"SO";0;11.5;1.83;4.83
1999;12;12;"BCN";107;"SO";7;37.03;-7.54;22.29
1965;6;14;"LLEIDA";175;"NE";3;20.08;-1.39;10.73
1975;1;25;"MASNOU";52;"O";10;13.65;-0.09;6.87
2014;9;7;"LLEIDA";174;"SE";7;38.12;16.92;10.6
1988;3;9;"VIC";101;"N";9;28.59;19.7;4.45
2013;12;4;"GIRONA";194;"SO";10;28.12;13.58;7.27
1979;12;1;"GIRONA";63;"NO";9;2.4;-7.95;5.17
1977;8;30;"LLEIDA";133;"SE";0;11.8;6.68;2.56
2012;6;4;"TIBIDABO";170;"NO";1;42.07;19.8;11.13
1957;4;30;"BERGA";96;"NE";5;39.36;7.59;15.88
1997;11;7;"STACOL";93;"E";9;24.61;-6.12;15.37
1973;6;10;"VIC";196;"N";3;40.93;17.79;11.57
1959;7;13;"VIC";98;"SO";10;27.25;15.3;5.97
2002;11;22;"VIC";18;"NO";3;11.85;7.8;2.02
1963;4;29;"TARRACO";182;"S";6;9.11;3.13;2.99
2000;1;20;"TARRACO";200;"O";0;39.12;13.08;13.02
1991;1;20;"TARRACO";13;"O";9;26.19;5.69;10.25
1980;9;14;"HOSPI";165;"NO";6;0.07;-0.88;0.47
1962;6;7;"STACOL";108;"S";3;39.89;16.59;11.65
1967;2;7;"TIBIDABO";63;"NO";8;23.8;12.37;5.72
1952;5;2;"VIC";149;"S";2;40.64;11.83;14.41
1954;11;11;"LLEIDA";183;"NO";9;34.44;19.21;7.61
2011;2;26;"BERGA";138;"NO";4;42.78;-0.96;21.87
2000;7;30;"STACOL";34;"S";1;37.72;14.26;11.73
1961;6;30;"TIBIDABO";166;"SO";6;0.93;-1.47;1.2
1984;10;3;"BERGA";17;"N";3;4.91;-1.84;3.38
1988;10;24;"MASNOU";127;"SO";5;10.9;7.83;1.54
1992;11;1;"MASNOU";182;"NO";8;-1.51;-6.18;2.33
1976;2;9;"TARRACO";88;"E";4;38.97;16.45;11.26
2001;7;30;"HOSPI";29;"E";4;22.96;-9.9;16.43
1979;1;19;"BERGA";48;"NE";8;19.15;9.0;5.07
1956;3;18;"LLEIDA";150;"S";1;9.52;-1.29;5.4
1967;3;18;"BCN";74;"NO";2;18.45;4.48;6.98
2014;10;10;"MASNOU";82;"E";5;20.62;-1.73;11.18
1977;1;17;"TARRACO";178;"NO";9;39.05;2.36;18.34
2003;1;23;"MASNOU";172;"E";10;37.09;5.73;15.68
1961;10;6;"TIBIDABO";20;"SE";3;12.36;3.52;4.42
1997;7;3;"GIRONA";59;"S";2;27.18;7.04;10.07
1989;4;2;"TARRACO";34;"NE";5;-6.69;-8.2;0.75
2018;1;11;"TARRACO";7;"NE";7;38.88;-7.53;23.21
2016;12;14;"LLEIDA";187;"SE";7;42.21;-0.66;21.43
1972;1;4;"VIC";182;"E";1;18.03;5.19;6.42
1995;2;13;"TARRACO";55;"SE";1;40.84;19.28;10.78
2006;11;22;"BERGA";130;"NO";3;29.39;-4.14;16.77
1980;9;2;"LLEIDA";143;"SO";5;44.17;11.64;16.27
1964;9;17;"STACOL";176;"S";3;37.84;8.91;14.47
1999;9;10;"BERGA";67;"S";2;31.44;9.97;10.73
2009;11;16;"BERGA";157;"E";3;38.81;-4.91;21.86
1981;6;17;"MASNOU";9;"O";6;18.26;-1.29;9.78
1999;10;12;"GIRONA";7;"S";7;20.16;1.33;9.41
1997;2;1;"VIC";16;"NE";4;38.94;7.81;15.56
2017;5;7;"STACOL";141;"E";6;17.36;-5.25;11.3
2002;1;6;"BCN";156;"N";5;22.76;7.46;7.65
2009;12;8;"TIBIDABO";198;"N";2;19.5;9.02;5.24
2017;8;22;"BERGA";185;"N";5;28.65;15.79;6.43
2013;5;16;"VIC";112;"S";1;21.53;7.38;7.08
1971;10;21;"BCN";159;"NE";7;18.49;6.93;5.78
1950;3;27;"TARRACO";140;"NE";4;13.4;3.11;5.15
2013;3;16;"VIC";90;"SE";3;16.47;-4.69;10.58
1974;8;14;"TIBIDABO";74;"SE";10;33.87;1.91;15.98
1963;12;15;"VIC";197;"SO";7;12.14;5.38;3.38
1955;8;27;"BERGA";176;"SO";2;35.49;-1.18;18.34
2004;9;15;"MASNOU";86;"N";10;6.64;-7.82;7.23
1964;11;7;"VIC";137;"NE";0;28.15;19.27;4.44
2002;1;3;"VIC";175;"SO";1;14.34;-9.83;12.09
1952;5;17;"VIC";120;"SE";5;2.57;2.28;0.15
2011;7;5;"HOSPI";97;"S";7;22.46;2.77;9.85
1995;8;19;"TIBIDABO";188;"SE";9;18.65;11.9;3.37
1989;7;22;"BCN";172;"O";9;36.77;-0.47;18.62
2011;5;28;"GIRONA";112;"SO";7;19.37;19.34;0.02
1968;6;6;"TARRACO";191;"O";3;22.55;18.21;2.17
2001;4;24;"HOSPI";58;"NO";5;35.44;-6.47;20.95
1983;10;4;"TARRACO";120;"NE";3;37.66;1.5;18.08
1981;9;6;"VIC";170;"N";2;32.93;13.33;9.8
1952;4;15;"TARRACO";60;"SE";9;29.06;19.16;4.95
1987;4;26;"BERGA";173;"SO";10;42.33;15.27;13.53
1962;3;3;"VIC";126;"NO";2;19.22;-1.74;10.48
2004;5;4;"LLEIDA";168;"SO";1;24.97;-9.28;17.12
1969;7;1;"TARRACO";47;"SE";2;-1.58;-7.41;2.92
1972;8;15;"TARRACO";153;"SO";1;6.3;-2.57;4.43
1987;4;27;"MASNOU";143;"S";1;16.53;8.53;4.0
1992;6;17;"STACOL";25;"N";2;42.45;13.19;14.63
1966;3;18;"TIBIDABO";181;"SO";0;38.21;-2.24;20.23
1996;7;1;"BCN";191;"SO";3;8.45;-8.56;8.5
1962;5;6;"MASNOU";183;"NE";9;25.19;16.57;4.31
1986;7;8;"LLEIDA";116;"S";2;29.21;10.99;9.11
1987;11;30;"BERGA";144;"SO";10;8.83;1.11;3.86
2001;1;14;"MASNOU";142;"SO";3;21.14;18.25;1.45
1966;6;25;"TIBIDABO";76;"NE";8;18.6;12.43;3.09
1950;9;3;"VIC";112;"SO";0;19.46;-3.77;11.62
1986;1;26;"BERGA";42;"SE";8;43.55;4.81;19.37
1986;1;16;"HOSPI";49;"SE";7;2.62;-2.55;2.58
1968;9;8;"VIC";46;"NE";7;23.53;13.63;4.95
1992;9;2;"GIRONA";165;"SO";10;26.18;14.92;5.63
1998;6;18;"BERGA";143;"E";3;40.19;-1.57;20.88
1954;11;6;"MASNOU";42;"E";8;6.36;5.49;0.44
1964;4;1;"LLEIDA";4;"E";10;37.88;8.84;14.52
1998;12;25;"LLEIDA";192;"NE";3;11.19;-2.34;6.76
1987;7;2;"BERGA";15;"SO";5;11.51;10.88;0.31
1960;5;24;"TARRACO";81;"N";10;35.96;18.96;8.5
1998;11;17;"STACOL";159;"NE";4;42.04;-9.22;25.63
1992;8;27;"LLEIDA";118;"SO";3;8.13;6.43;0.85
1950;7;25;"HOSPI";2;"O";1;22.61;15.95;3.33
1954;4;20;"VIC";148;"NE";5;35.42;5.5;14.96
2001;5;23;"BERGA";170;"SE";7;24.18;15.43;4.38
1976;4;14;"BERGA";78;"SE";2;40.34;12.02;14.16
1996;6;22;"TIBIDABO";16;"N";5;31.1;15.94;7.58
2000;1;5;"MASNOU";7;"O";5;40.75;-2.77;21.76
1999;4;30;"MASNOU";112;"E";5;33.97;12.92;10.52
2013;11;2;"MASNOU";91;"N";0;38.57;-0.32;19.45
1971;4;27;"TARRACO";32;"SE";4;44.26;6.26;19.0
1989;1;25;"VIC";118;"NO";6;17.22;12.33;2.44
2000;11;11;"TARRACO";164;"NE";8;35.76;-4.55;20.15
1981;10;22;"BCN";194;"SE";4;6.95;-7.2;7.08
1981;12;1;"HOSPI";193;"SO";8;35.85;1.85;17.0
1992;7;15;"BCN";85;"O";1;29.41;9.3;10.05
1959;12;1;"TARRACO";16;"O";10;23.88;-2.6;13.24
